file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/./reader-core/src/main/java/com/sismics/reader/core/constant/ConfigType.java,com.sismics.reader.core.constant.ConfigType,enum,0,3,3,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/./reader-core/src/main/java/com/sismics/reader/core/service/RoleService.java,com.sismics.reader.core.service.RoleService,class,4,4,0,4,6,1,0,14,2,0.5,0.4,0.6,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,2,33,2,0,1,0,0,0,0,5,0,5,1,0,0,0,29,1,0
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/./reader-core/src/main/java/com/sismics/util/UrlUtil.java,com.sismics.util.UrlUtil,class,3,10,7,3,15,1,0,16,3,0.0,0.0,0.0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,47,9,0,4,1,1,11,1,10,3,6,2,0,0,0,43,1,0
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/./reader-core/src/main/java/com/sismics/util/adblock/Helper.java,com.sismics.util.adblock.Helper,class,4,6,2,4,6,1,0,8,13,0.75,0.06666667,0.06666667,6,0,6,0,0,0,6,0,0,0,2,1,0,2,0,0,1,0,2,29,3,0,0,0,0,2,0,4,1,4,0,1,0,0,28,1,1
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/./reader-core/src/main/java/com/sismics/reader/core/dao/jpa/FeedSynchronizationDao.java,com.sismics.reader.core.dao.jpa.FeedSynchronizationDao,class,4,5,1,4,3,1,0,15,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,17,2,0,0,0,0,7,0,3,1,3,0,0,0,0,55,1,0
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/./reader-core/src/main/java/com/sismics/util/adblock/SubscriptionParser.java,com.sismics.util.adblock.SubscriptionParser,class,3,4,1,3,8,2,0,12,0,0.5555556,0.6666667,1.0,3,0,3,0,0,0,3,0,0,0,9,7,0,9,0,0,7,0,0,40,0,0,3,0,0,8,0,12,0,11,2,0,0,0,36,1,0
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/./reader-core/src/main/java/com/sismics/util/log4j/MemoryAppender.java,com.sismics.util.log4j.MemoryAppender,class,6,7,1,6,20,2,0,32,11,0.5714286,0.33333334,0.4,7,0,6,1,0,0,6,0,0,2,2,0,0,2,0,0,1,0,1,60,5,2,3,0,4,1,5,18,3,15,2,0,0,0,63,1,1
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/./reader-core/src/main/java/com/sismics/reader/core/util/jpa/PaginatedLists.java,com.sismics.reader.core.util.jpa.PaginatedLists,class,11,15,4,11,32,1,0,50,55,0.90909094,0.0,0.0,11,11,4,7,0,0,4,0,0,0,2,2,0,2,0,0,2,0,18,117,8,3,12,0,1,11,5,20,2,16,3,0,0,0,102,1,0
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/./reader-core/src/main/java/com/sismics/reader/core/util/EntityManagerUtil.java,com.sismics.reader.core.util.EntityManagerUtil,class,1,3,2,1,1,1,0,3,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
/Users/shravangadbail/Desktop/College/3.2/SE/Project/Project-1/Code/8/project-1-team-27/./reader-core/src/main/java/com/sismics/reader/core/dao/jpa/RoleBaseFunctionDao.java,com.sismics.reader.core.dao.jpa.RoleBaseFunctionDao,class,3,4,1,3,1,1,0,8,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,5,0,3,0,3,0,0,0,0,44,1,0
